泌阳县羊册镇王续奶粉专卖:{"lng":113.26009827017658,"lat":32.99181051228516}
福多多食品:{"lng":119.3344497006524,"lat":26.043616406187073}
上海洋才食品店:{"lng":121.48789948569473,"lat":31.24916171001514}
艺泰安邦加盟预付:{"lng":121.72015556682456,"lat":31.065231006919635}
四川广乐食品有限公司:{"lng":104.25819194001579,"lat":30.55633497687718}
上海市青浦区心玙水果店:{"lng":121.09142524282201,"lat":31.130862397996967}
上海肯德基有限公司鼎城餐厅:{"lng":121.76221585763301,"lat":31.04759628580051}
上海必胜客有限公司江月路店:{"lng":121.54033187153166,"lat":31.075255386331484}
宁德恒汇贸易有限公司:{"lng":119.54208214971854,"lat":26.656527419158913}
沈阳晨祥经贸有限公司:{"lng":123.43279092160505,"lat":41.808644783515746}
王茄子:{"lng":104.63085064185546,"lat":28.77416298592709}
上海曹安陇南农副产品市场:{"lng":121.42091002493298,"lat":31.134016336034463}
大统华宜兴城北:{"lng":119.82564784120511,"lat":31.371704234441864}
上海市徐汇区裕霜熟食店:{"lng":121.44623500472937,"lat":31.169152089592195}
无锡品大贸易有限公司:{"lng":120.37011257237987,"lat":31.52278033808068}
金山欧尚店:{"lng":121.24840817975154,"lat":30.83508077708232}
闸北谈家桥华联加盟超市 卢远勤（月结1）:{"lng":121.46283164162493,"lat":31.317240269270346}
小璐休闲食品经营部:{"lng":121.36377899643115,"lat":31.15822782685347}
绿康市场:{"lng":120.80540055583954,"lat":32.265524653566295}
徐州市睢宁县亲亲宝贝商贸:{"lng":117.89036426968732,"lat":33.94657064086645}
上海市普陀区朝军禽蛋经营部:{"lng":121.39844294374956,"lat":31.263742929075534}
上海徽家餐饮有限公司:{"lng":121.13495165760234,"lat":31.184912131145644}
宝山江杨南路2550弄158号章进冷库:{"lng":121.46433354914946,"lat":31.35701105475975}
上海静安粮油制品厂:{"lng":121.33387007527311,"lat":31.333398327356402}
锅林（上海）贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海好灵捷餐饮有限公司:{"lng":121.6604893441057,"lat":30.964795582003667}
上海真北乐购生活购物有限公司:{"lng":121.39545117542384,"lat":31.258266078591593}
湖南旺旺食品有限公司:{"lng":112.82608373270726,"lat":28.348229644895493}
上海家得利超市有限公司浦东路店:{"lng":121.69123105825116,"lat":30.933218379552148}
嘉兴美丽家食品有限责任公司:{"lng":120.73079457645541,"lat":30.77430647510347}
新镇街专卖加盟 预付1 曹俊:{"lng":114.09560671659769,"lat":30.08722027372735}
宝东食品:{"lng":122.06612023737402,"lat":41.195102919440636}
105号店:{"lng":116.28112518875298,"lat":39.946150177248036}
上海家得利超市有限公司鑫都路店:{"lng":121.39939403054453,"lat":31.06013009475183}
上海必胜客有限公司共和新路店:{"lng":121.45865114786635,"lat":31.28121841601926}
临沂宏康食品有限公司:{"lng":118.49445690088783,"lat":34.92932989044994}
漕东安亭店经销（漕东小区）:{"lng":129.8604467574942,"lat":44.40840449937744}
山东益心生物科技有限公司:{"lng":118.17993489945971,"lat":37.7101732265485}
八号桥胡:{"lng":121.47733307730306,"lat":31.216779156605412}
家乐福柳州店:{"lng":109.61655204097524,"lat":25.790469920462108}
上海苏棋农副产品有限公司:{"lng":121.5490354637873,"lat":31.287159545105656}
上海涵聚贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
益海嘉里(白城)粮油食品工业有限公:{"lng":122.84077667910014,"lat":45.621086275218886}
京东北京仓:{"lng":116.21412109279787,"lat":39.94960819303885}
吉林省奇香飘米业有限公司:{"lng":126.58516019011789,"lat":44.84978755380684}
上海农泰食品有限公司:{"lng":121.37037599938449,"lat":31.273042335175433}
上海宴芸农贸市场经营管理有限公司:{"lng":121.35959037749923,"lat":31.321350201955735}
青浦区周珍珍水产经营部:{"lng":121.09142524282201,"lat":31.130862397996967}
理工复兴:{"lng":125.26523085682643,"lat":43.82252775595565}
04.上海莲慧农产品:{"lng":121.22365893235654,"lat":30.886819925402918}
嘉定农副产交易中心:{"lng":121.25101353755592,"lat":31.36433805543363}
南京食品有限公司:{"lng":118.86545812662786,"lat":31.34152771983049}
上海必胜客有限公司灵岩路店:{"lng":121.50016988980828,"lat":31.17654761310686}
奇丽杂货店:{"lng":102.73972620490294,"lat":25.073150648434204}
求真中学（宝饮餐饮）-M:{"lng":118.8061441196181,"lat":32.105005763131054}
上海恒蓬生物科技有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海肯德基有限公司淞南餐厅:{"lng":121.48859010925892,"lat":31.34235916881843}
王圣闯粮油批发部:{"lng":102.54157404638914,"lat":24.359161303103182}
王正筛肉类经营部:{"lng":113.86717839576413,"lat":27.636087230959934}
中粮米业（五常）有限公司:{"lng":127.49111263245474,"lat":44.77254356085926}
上海金圩餐饮有限公司:{"lng":121.28376124556998,"lat":30.770537233586108}
牧羊伟奇:{"lng":112.14349143320287,"lat":29.745883533950316}
天谱乐食食品（上海）有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
家乐福上海莘庄店:{"lng":121.39391157679675,"lat":31.111763911985943}
赣州市宁都县黄石镇小郭孕婴童超市:{"lng":115.94758982974871,"lat":26.24283223465657}
荷兰:{"lng":121.16459220006304,"lat":28.797275157891544}
上海惠崇农业种植专业合作社:{"lng":121.48789948569473,"lat":31.24916171001514}
上海市东方国际水产中心市场经营管理有限公司:{"lng":121.54900489534909,"lat":31.33938578462344}
帕罗玛特超市:{"lng":99.56627669218842,"lat":22.61324973407955}
上海龙景轩餐饮管理有限公司:{"lng":120.19026007651401,"lat":30.33775103088068}
江苏省苏食肉品有限公司:{"lng":119.36848893835847,"lat":33.01379716995394}
来必堡餐饮有限公司（宜川店）:{"lng":110.19112656349421,"lat":36.07113938247544}
上海富伊清真食品配送有限公司:{"lng":121.4970147776537,"lat":31.219303548478244}
特种玻璃厂:{"lng":120.35175618347013,"lat":30.290235994780396}
江西216(伍缘折扣超市):{"lng":115.67608236670434,"lat":27.757258443440836}
江苏南通敏哲畜禽屠宰加工有限公司:{"lng":120.87380095093022,"lat":32.014664540823446}
上海九味实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
江杨市场蔬菜大棚4-2:{"lng":104.02697308060576,"lat":30.56924354770643}
上海中山公园店:{"lng":121.42589329300378,"lat":31.228046868941025}
上海宝江集贸市场经营管理有限公司:{"lng":121.41886091101384,"lat":31.42488087550397}
云龙区凤云干货店:{"lng":117.27617608551601,"lat":34.222486679540204}
邵万生-顾村店菊联路90号:{"lng":121.37374282867317,"lat":31.353940113914707}
上海城味食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
大润发清溪店:{"lng":117.25770962387068,"lat":31.877888952623316}
张记油条:{"lng":121.53810272101882,"lat":31.29417599152809}
宁波江北中大天海食品有限公司:{"lng":121.49329902931693,"lat":29.96639219001017}
嘉善路（上蔬永辉）:{"lng":121.58267655598321,"lat":31.25012947011266}
惠氏上海贸易有限公司:{"lng":121.43264085106229,"lat":31.216746729607483}
上海浦东机场华美达大酒店:{"lng":121.80547932626524,"lat":31.167430416154545}
遂宁市安居区母婴坊:{"lng":105.41441146848965,"lat":30.363522338678724}
好邻居生鲜加盟（预付）:{"lng":116.69807656578689,"lat":39.53424008905173}
河源市紫金县临江开发区华婴奶粉专卖店:{"lng":114.75906294971305,"lat":23.691397161542685}
上海市临港新城海音幼儿园:{"lng":121.91972919775465,"lat":30.887457413763553}
山东龙腾不二食品有限公司:{"lng":120.77216504858137,"lat":36.96704147988183}
涌泉商贸有限公司:{"lng":117.15687900839458,"lat":35.09177811277628}
阜宁县有春农产品有限公司:{"lng":119.70499024879004,"lat":33.711976048149985}
郑州易禾兴商贸有限公司:{"lng":113.64964384986449,"lat":34.756610064140254}
上海市瑞姆贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海华测品标检测技术有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
深圳市沪发进出口贸易公司:{"lng":113.84609875867396,"lat":22.788022598312907}
上海八仙宁海副食品市场经营管理有限公司:{"lng":121.48802201456628,"lat":31.23497201928569}
上海绿顶粮食专业合作社:{"lng":121.71491252496978,"lat":31.15615733035265}
老北站--张小宝:{"lng":121.48031841600437,"lat":31.259892496970007}
仪电溯源科技:{"lng":121.3384082593209,"lat":30.189257122713578}
浙江金华双汇食品有限公司:{"lng":119.65257570368145,"lat":29.10289910539069}
山东西王食品有限公司:{"lng":117.71766434182047,"lat":36.925761799058776}
12.上海锦诚食用农产品有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海闵行区客惠综合商场:{"lng":121.42502428093465,"lat":31.093537540382123}
上海市松江区洞泾镇翌玉副食品经营部:{"lng":121.27560472945467,"lat":31.087346303442274}
川沙卜峰:{"lng":121.68519198925685,"lat":31.267542191516437}
区政府（二中心）:{"lng":103.7124675548801,"lat":27.326101601036232}
大润发怀德店:{"lng":119.94024225867119,"lat":31.783095009939288}
上海捞派餐饮管理有限公司逸仙路分公司:{"lng":121.49115880757657,"lat":31.309963861392912}
浙江宝隆米业有限公司:{"lng":120.71452683768693,"lat":30.545074294511796}
125号店:{"lng":116.27621334405497,"lat":39.91089486900847}
好食优选专卖加盟（预付）:{"lng":121.34161089422554,"lat":31.161221163987936}
深圳华侨城洲际大酒店:{"lng":113.99125322860918,"lat":22.53893566829916}
上海之根配送经营部:{"lng":121.48789948569473,"lat":31.24916171001514}
西诺迪斯食品(上海)有限公司:{"lng":121.44924032327594,"lat":31.286565806272304}
14875 世纪联华江苏泰州店-裕田:{"lng":120.15521062273615,"lat":32.87213055878539}
上海壹澳叁商业有限公司:{"lng":121.4900126595764,"lat":31.242545031281335}
芷江4:{"lng":109.61110485122535,"lat":27.402510416381624}
广州琪宝贸易有限公司:{"lng":113.28051258434877,"lat":23.102821363475133}
永嘉县江北建高副食品经营部:{"lng":120.66880872171774,"lat":28.336390468031475}
崇明城桥镇市场二店（谢安康）:{"lng":121.40457764948982,"lat":31.633924247779436}
小江阳蔬菜大棚29号:{"lng":105.37171257027971,"lat":28.876900675539723}
310上海好呀商贸有限公司凌云分公司:{"lng":121.48789948569473,"lat":31.24916171001514}
浦东大道285(伍缘折扣超市):{"lng":121.420203541785,"lat":31.02646230348805}
72龙柏店:{"lng":121.37194189860031,"lat":31.184390657541808}
河南洛阳伊川县温特孕婴超市:{"lng":112.46887702473697,"lat":34.40708817794783}
上海市黄浦区荣诚蔬菜经营部:{"lng":121.49607206403445,"lat":31.227203440768868}
山东济铁旅行服务有限公司青岛高铁餐饮管理分公司:{"lng":120.38442818368189,"lat":36.10521490127382}
广粤路:{"lng":121.4734761747485,"lat":31.298651749216063}
上海进口水果批发市场:{"lng":121.75789607621527,"lat":31.181534345032354}
江苏万润肉类加工有限公司:{"lng":118.76353856724646,"lat":34.51583372125647}
湖南邵阳-林明辉:{"lng":111.46152540355403,"lat":27.236811244922414}
逸仙131(伍缘折扣超市):{"lng":121.420203541785,"lat":31.02646230348805}
上海市闵行区俊琴熟食店:{"lng":121.42502428093465,"lat":31.093537540382123}
上海敏瑶食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
沃尔玛华东百货有限公司上海杨行分店:{"lng":121.36141878853424,"lat":31.280003004699026}
青岛奥德扬:{"lng":120.38442818368189,"lat":36.10521490127382}
上海市普陀区黄华梅水产行:{"lng":121.39844294374956,"lat":31.263742929075534}
X553 家乐福宁波北仑店:{"lng":121.8517246083761,"lat":29.902184152021057}
承德新华炭业集团有限公司:{"lng":117.93382245583847,"lat":40.992521052457136}
前郭县双丰米业有限公司:{"lng":131.91195195624329,"lat":45.645011159537276}
上海市奉贤区学雯熟食店:{"lng":121.56064167963345,"lat":30.915122452605868}
商丘市梁园区明军冷鲜肉门市部:{"lng":115.6377306655443,"lat":34.50303959460029}
上海市熙瑞食品销售有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
贵州金沙冠香坊调料食品公司:{"lng":109.18971031682426,"lat":27.729710463557613}
上海志得餐饮管理有限公司:{"lng":121.35231949270147,"lat":31.14735721180402}
怡乐食钻石大厦:{"lng":116.29287885429989,"lat":40.05642733442725}
姜堰市兆强粮食加工厂上海直营:{"lng":120.09081624481216,"lat":32.52645249317118}
海门市任翔商行:{"lng":121.31247014367143,"lat":31.956038868177135}
北京朝批京隆油脂销售有限公司:{"lng":116.39564503787867,"lat":39.92998577808024}
小南国（华北）:{"lng":113.66515030974716,"lat":34.809174118424046}
精气神有机农业有限公司:{"lng":116.71922760252782,"lat":23.369378632121254}
沃尔玛华东百货有限公司上海五角场分店:{"lng":121.52043497041812,"lat":31.308473524895657}
上海广万实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海市闵行区谢志熟食店:{"lng":121.42502428093465,"lat":31.093537540382123}
江苏伊赛食品有限公司:{"lng":118.86545812662786,"lat":31.34152771983049}
山东铭基中惠食品有限公司:{"lng":118.52766339287801,"lat":36.09928992972826}
上海贪吃小站食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
宜昌市金贝源食品有限公司:{"lng":111.31098109196083,"lat":30.73275781802591}
上海服德工贸有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海迪发超市:{"lng":121.48789948569473,"lat":31.24916171001514}
陈鸿发:{"lng":114.2339401862067,"lat":22.32014191488056}
上海唐人神肉制食品:{"lng":121.48789948569473,"lat":31.24916171001514}
石勇加盟超市（预付1）:{"lng":106.65402824681429,"lat":30.490220723122512}
昆山上海赫遥食品公司:{"lng":121.54164303915233,"lat":31.22885161827703}
隆安菜店（预付）0265:{"lng":107.69066557405642,"lat":23.11022770953101}
上海市闵行区七宝小霞水果行:{"lng":121.39414377888973,"lat":31.258335660806633}
南通奥凯生物科技开发有限公司:{"lng":120.87380095093022,"lat":32.014664540823446}
家得利新场:{"lng":117.0693097510774,"lat":30.512837221988722}
小林水产行:{"lng":104.12858989710656,"lat":30.685074052428043}
北京中商农业有限公司:{"lng":116.39564503787867,"lat":39.92998577808024}
曹路市场4号:{"lng":121.6740779738263,"lat":31.285059201072645}
上海猪状元肉制品厂:{"lng":121.53570802358016,"lat":31.272891054892458}
上海首品餐饮管理有限公司杨浦第八分公司:{"lng":121.5357165996346,"lat":31.304510479541904}
蒙古路:{"lng":121.4761631646306,"lat":31.249120502306972}
九亭沪淞市场:{"lng":121.33428124856944,"lat":31.13491723367045}
山东兴聚食品有限公司:{"lng":121.5245659810177,"lat":36.905147062484986}
上海市虹口区多伦同心小学:{"lng":121.48392809589953,"lat":31.273290284151756}
胜辛路菜场:{"lng":118.48170420912224,"lat":37.50142695442016}
涞亭北路888号豆制品151号:{"lng":121.33115460641143,"lat":31.16450955994446}
8653-上海南浦食品公司浦东分公司:{"lng":121.53681204105192,"lat":31.241914266248592}
伊利金领３段:{"lng":114.16414813624303,"lat":22.284332326757344}
宝伟:{"lng":114.0884257427961,"lat":22.766456982247593}
吴俊德冬瓜:{"lng":113.35418091241726,"lat":22.930014508878585}
长支30（华联）:{"lng":117.68510158384967,"lat":24.873764774747738}
华山（联华）:{"lng":126.68931070938498,"lat":45.75744068109403}
宝钢堆场:{"lng":118.63608761030464,"lat":31.904231711319294}
幻品食品（上海）有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
